0,5282,943,6361,895,3364,5889,3835,136,919,4471,700,2193,3004,4121,3394,4277,4470,3949,2312,1013,5888,542,5798,1045,2063,4537,397,6946,6665,6434,6729,692,6709,634,2523,5621,6232,6638,3550,1606,503,2947,6863,2724,1157,6418,644,5023,3227,5240,1186,4069,3080,6683,4446,4602,1565,4808,1372,5299,2152,4479,6070,6482,2047,5920,6161,6960,6196,4574,5977,6987,6457,5678,2439,604,3092,452,6398,2639,6676,5734,1928,4224,181,1946,5142,2852,4007,3909,6817,3796,1636,5943,3927,1185,2553,5104,5519,6828,6660,1346,4098,5010,5409,4951,89,4325,982,2180,6236,5926,6017,4513,2130,5505,1683,3689,62
5282,0,3703,3607,3275,1608,5553,4445,5955,6130,1803,3552,1848,1088,1081,3261,3920,1046,4563,3114,6693,1834,3989,5842,5534,3311,4860,3980,1348,3511,580,5921,3583,795,5658,4597,5561,1865,1837,2011,4207,6375,1913,2298,3379,2932,661,5130,4380,1114,653,3406,830,1637,1431,780,2225,3081,5863,2794,4387,5567,667,4538,4456,3282,3017,5500,1428,482,5746,637,1861,572,2998,2882,6352,1275,5307,984,4136,6426,3285,2682,963,5025,6490,61,1231,4801,5730,969,1059,6649,114,2386,6741,2117,3374,5689,1570,6413,4473,510,797,241,5996,4769,1025,6465,1908,4884,5720,465,118,6357,309,2360,3392,5760
943,3703,0,4431,649,2747,4061,2079,1328,1246,3906,675,1166,1710,3219,3520,2350,3566,2188,2411,2121,3859,86,4041,766,2248,2737,591,6051,5026,5239,5280,98,5570,826,1079,3774,4314,5096,1651,318,1691,1154,5520,942,306,4866,429,3037,2223,4135,30,2258,2414,5222,2619,4191,1513,3170,231,3272,1220,3390,4093,4642,393,3847,4323,6078,4512,2992,4845,6088,5001,3559,2389,1604,2171,579,4716,1021,5336,3639,1657,2367,460,1856,3672,1435,2269,2485,5779,2892,2037,4437,3592,2179,2051,3009,3695,5531,5294,298,2435,3970,3573,3306,497,2454,1678,1254,4339,4132,4785,2991,1784,4217,851,1776,1296
6361,3607,4431,0,5484,5673,1444,2054,6582,6044,6283,5683,4485,3943,5462,6848,1353,5581,2048,6480,6818,833,5082,1885,5273,6512,1768,5794,3849,123,4750,1259,4955,4050,5770,3240,1647,962,1518,1852,3833,6700,2557,1489,2527,4681,2907,5331,1100,4735,5320,4140,2395,5499,2172,2158,6583,6038,2622,4271,889,4324,5083,456,175,3156,100,1198,3711,2832,2648,5290,2979,3277,174,6351,6591,4914,5619,2261,2875,2020,133,5836,2114,5737,5805,4115,3646,2164,3118,4319,5219,6358,3910,6524,6767,5661,559,1918,2392,2016,4216,2865,5479,2632,2680,5887,1982,6464,4702,593,1639,4999,3465,5455,4842,4784,1643,6601
895,3275,649,5484,0,1571,5560,3499,1521,2199,2629,12,571,1242,2192,1997,3649,2537,3612,971,2712,4411,403,5590,1904,831,4220,99,5849,5846,4603,6447,208,5213,1712,2535,5351,4846,5446,2353,1585,2100,1675,5870,2153,127,4745,1350,4398,1382,3198,686,2428,1276,5406,2810,2812,289,4820,331,4639,2702,2525,5412,5809,1452,4813,5743,5915,4406,4585,3992,6125,4770,4544,989,2165,1253,1341,4832,2413,6522,4699,440,2631,947,3133,3113,1170,3756,4088,5440,1907,3098,4006,2201,2885,862,4153,5281,5636,6508,1526,2336,2981,3516,4989,652,2745,2499,543,5659,5632,4044,2630,3151,3422,207,3001,1291
3364,1608,2747,5673,1571,0,6499,5118,4196,4983,326,1755,744,732,141,772,4896,287,5228,671,5555,4028,2681,6603,4502,876,5676,2176,3951,5785,2331,6882,2296,3147,4384,4543,6440,4233,4444,2867,3698,4879,2292,5015,3604,1684,3155,3934,5572,189,872,2624,2008,39,4128,2271,552,911,6363,1817,5681,5134,423,6090,6227,3111,4998,6553,4082,2916,6244,1559,4632,3019,4854,504,4956,147,3981,3515,4215,6988,5131,605,2282,3489,5825,1238,1029,5432,6022,3257,94,5886,2070,294,5710,171,4882,6473,4303,6980,3812,1577,657,2326,6483,3122,2431,5338,641,6311,6586,1697,1247,5790,1215,1016,4197,3875
5889,5553,4061,1444,5560,6499,0,929,5992,4817,6939,5670,5180,4970,6509,7048,798,6616,843,6778,6034,2857,4631,57,4063,6757,420,5629,6252,2093,6571,407,4704,6269,4679,2118,36,3165,3991,2558,3032,6001,3121,4025,2116,4786,5269,4334,332,5815,6609,3840,3720,6308,4637,3654,7032,6309,601,4351,274,2845,6374,388,865,2843,1628,49,6182,5117,679,6727,5602,5625,1497,6720,5756,5904,4667,4610,1996,365,1232,6266,3459,5036,4137,5882,4558,801,1223,6475,6310,4964,5951,6969,5861,6291,972,92,4942,351,3293,4304,6640,4570,592,5374,3353,5387,5400,316,10,6595,5159,3681,6442,5217,1351,6135
3835,4445,2079,2054,3499,5118,929,0,4010,2902,6116,3605,3318,3304,5256,6306,139,5550,2,5424,4185,2638,2623,914,2175,5364,105,3546,5924,2730,5947,2009,2699,5742,2738,484,735,3045,3939,1307,1167,4075,1627,4159,521,2824,4686,2374,347,4209,5675,1914,2577,4756,4420,2656,6396,4499,509,2453,565,1196,5163,1217,1851,1056,1801,1173,5875,4425,398,6008,5492,5038,1554,5333,3810,4266,2687,4208,358,1984,1421,4475,2423,2957,2516,4736,2949,27,411,6023,4927,3196,5105,6131,4046,4625,805,684,4751,1962,1411,3062,5667,3708,628,3253,2371,3439,3530,1362,1002,5833,3898,2131,5486,3278,230,4150
136,5955,1328,6582,1521,4196,5992,4010,0,600,5328,1320,2897,3717,4943,4187,4523,5324,4095,3044,430,6295,940,5868,907,2783,4674,967,7075,6866,6826,6806,1193,6963,457,2626,5718,6572,6894,4083,1796,95,3476,7006,3030,1766,6777,664,5223,4027,5974,1621,4701,3865,6935,5133,5454,2284,4799,1968,5528,2049,5322,6248,6618,2415,6249,6261,7085,6608,4572,6525,7093,6821,6042,3157,161,3864,419,6747,2820,6724,6079,2658,4869,313,1520,5832,3524,4123,3869,7014,4594,1132,6489,4728,631,3281,5445,5578,6999,6706,1493,4800,5754,6010,4939,344,4960,515,2895,6395,6021,6548,5272,1787,6177,2380,4021,44
919,6130,1246,6044,2199,4983,4817,2902,600,0,6083,2074,3307,4055,5594,5375,3521,5916,2968,4127,384,5944,1141,4575,152,3876,3478,1696,7080,6497,6921,6087,1480,6991,68,1599,4450,6300,6763,3635,1131,389,3237,6903,2321,2129,6755,262,4126,4545,6383,1494,4579,4586,6867,4965,6231,3193,3375,2143,4417,867,5816,5368,5984,1905,5630,5204,7084,6596,3210,6766,7071,6833,5380,4198,216,4434,202,6654,1917,5830,5354,3496,4651,514,337,6108,3742,2945,2528,7041,5248,193,6589,5693,319,4107,4534,4262,6954,5806,829,4849,6247,5980,3506,845,4729,81,3370,5529,4811,6752,5481,534,6459,2863,3160,842
